gamePk,team_name,norm_x,period_1_side
2016020466,Buffalo Sabres,55.5,left
2016020466,Carolina Hurricanes,-70.0,right
2016020467,Chicago Blackhawks,-64.0,right
2016020467,St. Louis Blues,68.0,left
2016020468,Nashville Predators,61.0,left
2016020468,New York Rangers,-54.0,right
2016020469,Edmonton Oilers,54.0,left
2016020469,Tampa Bay Lightning,-66.0,right
2016020470,Boston Bruins,62.0,left
2016020470,Los Angeles Kings,-69.0,right
2016020471,Colorado Avalanche,66.5,left
2016020471,Winnipeg Jets,-57.0,right
2016020472,Columbus Blue Jackets,72.25,left
2016020472,Vancouver Canucks,-57.5,right
2016020473,New York Islanders,60.0,left
2016020473,Ottawa Senators,-61.0,right
2016020474,Chicago Blackhawks,-65.0,right
2016020474,San Jose Sharks,71.0,left
2016020475,New Jersey Devils,79.0,left
2016020475,New York Rangers,-65.0,right
2016020476,Nashville Predators,53.5,left
2016020476,Philadelphia Flyers,-69.0,right
2016020477,Carolina Hurricanes,-59.0,right
2016020477,Detroit Red Wings,71.0,left
2016020478,Anaheim Ducks,66.0,left
2016020478,Toronto Maple Leafs,-64.0,right
2016020479,Edmonton Oilers,-61.0,right
2016020479,St. Louis Blues,60.75,left
2016020480,Arizona Coyotes,68.0,left
2016020480,Calgary Flames,-62.5,right
2016020481,Boston Bruins,59.0,left
2016020481,New York Islanders,-61.0,right
2016020482,Nashville Predators,-60.0,right
2016020482,New Jersey Devils,56.0,left
2016020483,New York Rangers,-59.0,right
2016020483,Pittsburgh Penguins,74.0,left
2016020484,Columbus Blue Jackets,77.0,left
2016020484,Los Angeles Kings,-61.5,right
2016020485,Anaheim Ducks,56.0,left
2016020485,Montréal Canadiens,-64.5,right
2016020486,Detroit Red Wings,-67.0,right
2016020486,Tampa Bay Lightning,68.0,left
2016020487,Buffalo Sabres,64.0,left
2016020487,Florida Panthers,-67.0,right
2016020488,Colorado Avalanche,51.0,left
2016020488,Minnesota Wild,-53.0,right
2016020489,Chicago Blackhawks,-65.5,right
2016020489,Ottawa Senators,72.0,left
2016020490,Dallas Stars,-61.25,right
2016020490,St. Louis Blues,58.0,left
2016020491,Vancouver Canucks,-63.0,right
2016020491,Winnipeg Jets,63.0,left
2016020492,Calgary Flames,-57.5,right
2016020492,San Jose Sharks,62.0,left
2016020493,Philadelphia Flyers,-62.0,right
2016020493,Washington Capitals,61.0,left
2016020494,Arizona Coyotes,69.0,left
2016020494,Edmonton Oilers,-73.5,right
2016020495,Buffalo Sabres,48.0,left
2016020495,Carolina Hurricanes,-69.0,right
2016020496,New Jersey Devils,64.0,left
2016020496,Philadelphia Flyers,-49.0,right
2016020497,Columbus Blue Jackets,71.0,left
2016020497,Pittsburgh Penguins,-66.0,right
2016020498,Minnesota Wild,72.5,left
2016020498,Montréal Canadiens,-49.5,right
2016020499,Anaheim Ducks,-60.0,right
2016020499,Ottawa Senators,59.0,left
2016020500,St. Louis Blues,-59.0,right
2016020500,Tampa Bay Lightning,69.0,left
2016020501,Boston Bruins,51.0,left
2016020501,Florida Panthers,-61.0,right
2016020502,Los Angeles Kings,-70.0,right
2016020502,Nashville Predators,68.0,left
2016020503,Colorado Avalanche,-49.0,right
2016020503,Toronto Maple Leafs,65.5,left
2016020504,Vancouver Canucks,-62.0,right
2016020504,Winnipeg Jets,67.0,left
2016020505,Buffalo Sabres,-66.0,right
2016020505,New York Islanders,70.0,left
2016020506,Minnesota Wild,68.0,left
2016020506,New York Rangers,-75.0,right
2016020507,New Jersey Devils,-66.0,right
2016020507,Pittsburgh Penguins,64.5,left
2016020508,Tampa Bay Lightning,55.5,left
2016020508,Washington Capitals,-59.0,right
2016020509,Columbus Blue Jackets,67.0,left
2016020509,Montréal Canadiens,-67.0,right
2016020510,Detroit Red Wings,63.0,left
2016020510,Florida Panthers,-52.0,right
2016020511,Boston Bruins,65.0,left
2016020511,Carolina Hurricanes,-60.75,right
2016020512,Chicago Blackhawks,-59.0,right
2016020512,Colorado Avalanche,64.5,left
2016020513,Dallas Stars,-65.5,right
2016020513,Los Angeles Kings,62.0,left
2016020514,Calgary Flames,-68.0,right
2016020514,Vancouver Canucks,62.0,left
2016020515,Arizona Coyotes,57.5,left
2016020515,Toronto Maple Leafs,-64.0,right
2016020516,Edmonton Oilers,-66.0,right
2016020516,San Jose Sharks,67.75,left
2016020517,New Jersey Devils,56.0,left
2016020517,Pittsburgh Penguins,-62.0,right
2016020518,New York Islanders,72.5,left
2016020518,Washington Capitals,-76.0,right
2016020519,New York Rangers,-79.0,right
2016020519,Ottawa Senators,65.0,left
2016020520,Boston Bruins,-61.5,right
2016020520,Columbus Blue Jackets,62.5,left
2016020521,Buffalo Sabres,67.5,left
2016020521,Detroit Red Wings,-66.0,right
2016020522,Minnesota Wild,-60.5,right
2016020522,Nashville Predators,69.75,left
2016020523,Chicago Blackhawks,-71.5,right
2016020523,Winnipeg Jets,70.0,left
2016020524,Calgary Flames,64.0,left
2016020524,Colorado Avalanche,-64.0,right
2016020525,Arizona Coyotes,62.0,left
2016020525,Dallas Stars,-66.0,right
2016020526,Anaheim Ducks,75.0,left
2016020526,San Jose Sharks,-78.5,right
2016020527,Florida Panthers,-63.0,right
2016020527,Toronto Maple Leafs,67.0,left
2016020528,Carolina Hurricanes,-72.0,right
2016020528,Pittsburgh Penguins,58.0,left
2016020529,Montréal Canadiens,-54.5,right
2016020529,Tampa Bay Lightning,64.25,left
2016020530,Philadelphia Flyers,-64.0,right
2016020530,St. Louis Blues,65.0,left
2016020531,Los Angeles Kings,64.0,left
2016020531,Vancouver Canucks,-64.0,right
2016020532,Boston Bruins,-65.0,right
2016020532,Buffalo Sabres,70.0,left
2016020533,New Jersey Devils,67.0,left
2016020533,Washington Capitals,-73.0,right
2016020534,Detroit Red Wings,-73.5,right
2016020534,Ottawa Senators,68.0,left
2016020535,Tampa Bay Lightning,40.0,left
2016020535,Toronto Maple Leafs,-60.25,right
2016020536,Florida Panthers,-49.0,right
2016020536,Montréal Canadiens,62.0,left
2016020537,Chicago Blackhawks,-55.5,right
2016020537,Nashville Predators,55.0,left
2016020538,Minnesota Wild,-53.0,right
2016020538,New York Islanders,62.0,left
2016020539,Columbus Blue Jackets,61.0,left
2016020539,Winnipeg Jets,-59.0,right
2016020540,Colorado Avalanche,74.0,left
2016020540,Dallas Stars,-67.0,right
2016020541,Anaheim Ducks,66.0,left
2016020541,Calgary Flames,-59.5,right
2016020542,Edmonton Oilers,64.0,left
2016020542,Los Angeles Kings,-69.0,right
2016020543,Arizona Coyotes,59.0,left
2016020543,New York Rangers,-67.5,right
2016020544,Carolina Hurricanes,-76.0,right
2016020544,Chicago Blackhawks,65.5,left
2016020545,Nashville Predators,-62.5,right
2016020545,St. Louis Blues,54.0,left
2016020546,Anaheim Ducks,63.5,left
2016020546,Vancouver Canucks,-73.0,right
2016020547,Philadelphia Flyers,-64.0,right
2016020547,San Jose Sharks,70.0,left
2016020548,Boston Bruins,64.0,left
2016020548,Buffalo Sabres,-62.0,right
2016020549,New Jersey Devils,69.0,left
2016020549,Washington Capitals,-63.0,right
2016020550,Columbus Blue Jackets,69.0,left
2016020550,Minnesota Wild,-70.5,right
2016020551,Carolina Hurricanes,-68.0,right
2016020551,Tampa Bay Lightning,49.5,left
2016020552,Montréal Canadiens,-70.0,right
2016020552,Pittsburgh Penguins,71.25,left
2016020553,New York Islanders,78.0,left
2016020553,Winnipeg Jets,-60.0,right
2016020554,Dallas Stars,-65.5,right
2016020554,Florida Panthers,54.5,left
2016020555,Colorado Avalanche,-54.0,right
2016020555,New York Rangers,53.5,left
2016020556,Arizona Coyotes,70.0,left
2016020556,Calgary Flames,-59.0,right
2016020557,Edmonton Oilers,67.5,left
2016020557,Vancouver Canucks,-73.0,right
2016020558,Los Angeles Kings,-59.5,right
2016020558,San Jose Sharks,55.5,left
2016020559,Detroit Red Wings,-67.0,right
2016020559,Toronto Maple Leafs,69.5,left
2016020560,Ottawa Senators,51.0,left
2016020560,Washington Capitals,-61.0,right
2016020561,Anaheim Ducks,71.0,left
2016020561,Philadelphia Flyers,-72.5,right
2016020562,Chicago Blackhawks,63.0,left
2016020562,St. Louis Blues,-65.5,right
2016020563,Boston Bruins,-60.0,right
2016020563,New Jersey Devils,56.0,left
2016020564,Colorado Avalanche,63.0,left
2016020564,Vancouver Canucks,-71.0,right
2016020565,Buffalo Sabres,70.5,left
2016020565,New York Rangers,-60.0,right
2016020566,Toronto Maple Leafs,71.5,left
2016020566,Washington Capitals,-68.5,right
2016020567,Carolina Hurricanes,-75.5,right
2016020567,New Jersey Devils,74.0,left
2016020568,Columbus Blue Jackets,61.0,left
2016020568,Edmonton Oilers,-65.5,right
2016020569,Tampa Bay Lightning,63.0,left
2016020569,Winnipeg Jets,-62.0,right
2016020570,Montréal Canadiens,-67.0,right
2016020570,Nashville Predators,70.0,left
2016020571,Los Angeles Kings,-62.75,right
2016020571,San Jose Sharks,64.75,left
2016020572,Florida Panthers,-58.0,right
2016020572,Winnipeg Jets,61.5,left
2016020573,New York Rangers,60.0,left
2016020573,Philadelphia Flyers,-61.0,right
2016020574,Dallas Stars,-60.0,right
2016020574,Montréal Canadiens,74.5,left
2016020575,Calgary Flames,-62.0,right
2016020575,Colorado Avalanche,63.0,left
2016020576,Arizona Coyotes,59.0,left
2016020576,Vancouver Canucks,-69.0,right
2016020577,Anaheim Ducks,67.0,left
2016020577,Detroit Red Wings,-78.5,right
2016020578,Boston Bruins,65.0,left
2016020578,Edmonton Oilers,-65.5,right
2016020579,Columbus Blue Jackets,63.5,left
2016020579,Washington Capitals,-72.0,right
2016020580,Nashville Predators,-70.0,right
2016020580,Tampa Bay Lightning,52.0,left
2016020581,Carolina Hurricanes,-65.0,right
2016020581,St. Louis Blues,59.0,left
2016020582,Buffalo Sabres,60.0,left
2016020582,Chicago Blackhawks,-69.5,right
2016020583,Detroit Red Wings,67.5,left
2016020583,Los Angeles Kings,-51.0,right
2016020584,Minnesota Wild,-74.0,right
2016020584,San Jose Sharks,61.0,left
2016020585,Florida Panthers,-52.0,right
2016020585,Nashville Predators,51.5,left
2016020586,New Jersey Devils,65.0,left
2016020586,Toronto Maple Leafs,-59.5,right
2016020587,Carolina Hurricanes,73.0,left
2016020587,Chicago Blackhawks,-76.0,right
2016020588,Colorado Avalanche,-64.25,right
2016020588,New York Islanders,60.0,left
2016020589,Calgary Flames,60.5,left
2016020589,Vancouver Canucks,-69.0,right
2016020590,Anaheim Ducks,76.0,left
2016020590,Arizona Coyotes,-67.0,right
2016020591,Buffalo Sabres,60.5,left
2016020591,Winnipeg Jets,-62.0,right
2016020592,Philadelphia Flyers,-61.0,right
2016020592,Tampa Bay Lightning,56.0,left
2016020593,Los Angeles Kings,-60.75,right
2016020593,Minnesota Wild,61.25,left
2016020594,Montréal Canadiens,69.0,left
2016020594,Toronto Maple Leafs,-63.5,right
2016020595,Ottawa Senators,58.0,left
2016020595,Washington Capitals,-51.0,right
2016020596,Boston Bruins,57.0,left
2016020596,Florida Panthers,-48.0,right
2016020597,Edmonton Oilers,-65.75,right
2016020597,New Jersey Devils,58.5,left
2016020598,Columbus Blue Jackets,58.0,left
2016020598,New York Rangers,-64.0,right
2016020599,Dallas Stars,-68.0,right
2016020599,St. Louis Blues,73.0,left
2016020600,Arizona Coyotes,64.0,left
2016020600,New York Islanders,-63.0,right
2016020601,Calgary Flames,-72.0,right
2016020601,Vancouver Canucks,79.0,left
2016020602,Detroit Red Wings,-61.0,right
2016020602,San Jose Sharks,62.0,left
2016020603,Pittsburgh Penguins,73.0,left
2016020603,Tampa Bay Lightning,-69.5,right
2016020604,Boston Bruins,68.5,left
2016020604,Carolina Hurricanes,-71.0,right
2016020605,Columbus Blue Jackets,61.5,left
2016020605,Philadelphia Flyers,-67.0,right
2016020606,Edmonton Oilers,-58.5,right
2016020606,Ottawa Senators,64.0,left
2016020607,Chicago Blackhawks,-47.0,right
2016020607,Nashville Predators,63.0,left
2016020608,Anaheim Ducks,71.0,left
2016020608,Minnesota Wild,-74.5,right
2016020609,Florida Panthers,-55.0,right
2016020609,New Jersey Devils,62.0,left
2016020610,Montréal Canadiens,-69.0,right
2016020610,Washington Capitals,57.5,left
2016020611,Calgary Flames,57.0,left
2016020611,Winnipeg Jets,-68.0,right
2016020612,Dallas Stars,67.0,left
2016020612,Los Angeles Kings,-48.0,right
2016020613,Buffalo Sabres,65.0,left
2016020613,Philadelphia Flyers,-61.0,right
2016020614,Carolina Hurricanes,-52.0,right
2016020614,Columbus Blue Jackets,79.0,left
2016020615,Boston Bruins,-60.5,right
2016020615,St. Louis Blues,53.5,left
2016020616,Nashville Predators,55.0,left
2016020616,Vancouver Canucks,-61.5,right
2016020617,Chicago Blackhawks,-64.75,right
2016020617,Detroit Red Wings,62.0,left
2016020618,Edmonton Oilers,60.0,left
2016020618,San Jose Sharks,-66.5,right
2016020619,Anaheim Ducks,68.0,left
2016020619,Dallas Stars,-67.0,right
2016020620,Florida Panthers,-65.5,right
2016020620,New York Islanders,70.0,left
2016020621,Montréal Canadiens,73.0,left
2016020621,Winnipeg Jets,-68.0,right
2016020622,Pittsburgh Penguins,69.0,left
2016020622,Washington Capitals,-59.5,right
2016020623,Calgary Flames,-59.5,right
2016020623,San Jose Sharks,61.5,left
2016020624,Philadelphia Flyers,-71.0,right
2016020624,Vancouver Canucks,65.0,left
2016020625,Ottawa Senators,52.0,left
2016020625,Pittsburgh Penguins,-59.0,right
2016020626,Buffalo Sabres,-60.0,right
2016020626,Tampa Bay Lightning,63.0,left
2016020627,Boston Bruins,-53.0,right
2016020627,Nashville Predators,72.0,left
2016020628,Minnesota Wild,-58.0,right
2016020628,Montréal Canadiens,42.0,left
2016020629,Dallas Stars,-67.0,right
2016020629,Detroit Red Wings,63.0,left
2016020630,Anaheim Ducks,57.5,left
2016020630,Colorado Avalanche,-63.0,right
2016020631,Edmonton Oilers,69.75,left
2016020631,New Jersey Devils,-61.5,right
2016020632,Los Angeles Kings,-56.0,right
2016020632,St. Louis Blues,50.0,left
2016020633,New York Rangers,-61.0,right
2016020633,Toronto Maple Leafs,75.0,left
2016020634,Chicago Blackhawks,54.0,left
2016020634,Washington Capitals,-68.5,right
2016020635,Columbus Blue Jackets,-50.0,right
2016020635,Tampa Bay Lightning,62.0,left
2016020636,Florida Panthers,-69.5,right
2016020636,New York Islanders,59.0,left
2016020637,Buffalo Sabres,72.5,left
2016020637,Carolina Hurricanes,-70.5,right
2016020638,Calgary Flames,-63.0,right
2016020638,New Jersey Devils,70.5,left
2016020639,Arizona Coyotes,51.5,left
2016020639,Winnipeg Jets,-62.0,right
2016020640,Boston Bruins,68.0,left
2016020640,Philadelphia Flyers,-54.0,right
2016020641,Colorado Avalanche,-54.0,right
2016020641,Nashville Predators,52.0,left
2016020642,Montréal Canadiens,-59.0,right
2016020642,New York Rangers,69.0,left
2016020643,Ottawa Senators,74.0,left
2016020643,Toronto Maple Leafs,-65.5,right
2016020644,Detroit Red Wings,-70.0,right
2016020644,Pittsburgh Penguins,66.5,left
2016020645,Columbus Blue Jackets,46.5,left
2016020645,Florida Panthers,-55.0,right
2016020646,Carolina Hurricanes,-59.0,right
2016020646,New York Islanders,55.5,left
2016020647,Anaheim Ducks,-60.5,right
2016020647,Arizona Coyotes,60.0,left
2016020648,Dallas Stars,-64.5,right
2016020648,Minnesota Wild,68.0,left
2016020649,Calgary Flames,-67.25,right
2016020649,Edmonton Oilers,73.0,left
2016020650,Los Angeles Kings,-69.25,right
2016020650,Winnipeg Jets,69.0,left
2016020651,San Jose Sharks,55.0,left
2016020651,St. Louis Blues,-66.0,right
2016020652,Philadelphia Flyers,48.0,left
2016020652,Washington Capitals,-62.0,right
2016020653,Chicago Blackhawks,-65.5,right
2016020653,Minnesota Wild,75.0,left
2016020654,New Jersey Devils,64.75,left
2016020654,Vancouver Canucks,-62.25,right
2016020655,Anaheim Ducks,58.0,left
2016020655,St. Louis Blues,-56.0,right
2016020656,Boston Bruins,57.0,left
2016020656,New York Islanders,-64.0,right
2016020657,Buffalo Sabres,76.0,left
2016020657,Dallas Stars,-63.0,right
2016020658,Detroit Red Wings,-67.5,right
2016020658,Montréal Canadiens,67.0,left
2016020659,Los Angeles Kings,-60.0,right
2016020659,Tampa Bay Lightning,64.0,left
2016020660,San Jose Sharks,69.0,left
2016020660,Winnipeg Jets,-63.0,right
2016020661,Pittsburgh Penguins,69.0,left
2016020661,Washington Capitals,-75.0,right
2016020662,Arizona Coyotes,-52.0,right
2016020662,Edmonton Oilers,47.5,left
2016020663,Dallas Stars,69.5,left
2016020663,New York Rangers,-68.5,right
2016020664,Carolina Hurricanes,-65.0,right
2016020664,Columbus Blue Jackets,63.0,left
2016020665,Buffalo Sabres,62.0,left
2016020665,Toronto Maple Leafs,-64.5,right
2016020666,Ottawa Senators,-63.0,right
2016020666,St. Louis Blues,73.5,left
2016020667,Minnesota Wild,-66.0,right
2016020667,New Jersey Devils,68.5,left
2016020668,Chicago Blackhawks,72.0,left
2016020668,Colorado Avalanche,-61.0,right
2016020669,Calgary Flames,-61.0,right
2016020669,Florida Panthers,57.0,left
2016020670,Nashville Predators,68.0,left
2016020670,Vancouver Canucks,-56.0,right
2016020671,Anaheim Ducks,72.25,left
2016020671,Tampa Bay Lightning,-73.0,right
2016020672,Montréal Canadiens,-60.0,right
2016020672,Pittsburgh Penguins,66.0,left
2016020673,Arizona Coyotes,63.0,left
2016020673,Winnipeg Jets,-49.5,right
2016020674,Boston Bruins,62.0,left
2016020674,Detroit Red Wings,-67.0,right
2016020675,Edmonton Oilers,67.0,left
2016020675,Florida Panthers,-53.25,right
2016020676,Los Angeles Kings,-56.0,right
2016020676,San Jose Sharks,64.5,left
2016020677,Dallas Stars,-78.0,right
2016020677,New York Islanders,65.5,left
2016020678,Columbus Blue Jackets,72.0,left
2016020678,Ottawa Senators,-73.0,right
2016020679,New York Rangers,58.0,left
2016020679,Toronto Maple Leafs,-67.0,right
2016020680,St. Louis Blues,71.5,left
2016020680,Washington Capitals,-69.0,right
2016020681,Arizona Coyotes,49.5,left
2016020681,Minnesota Wild,-52.0,right
2016020682,Calgary Flames,-68.5,right
2016020682,Nashville Predators,62.0,left
2016020683,Anaheim Ducks,78.0,left
2016020683,Colorado Avalanche,-67.0,right
2016020684,San Jose Sharks,71.0,left
2016020684,Tampa Bay Lightning,-65.0,right
2016020685,Boston Bruins,67.0,left
2016020685,Chicago Blackhawks,-65.0,right
2016020686,Buffalo Sabres,68.0,left
2016020686,Detroit Red Wings,-61.75,right
2016020687,Carolina Hurricanes,-66.0,right
2016020687,Pittsburgh Penguins,77.0,left
2016020688,Montréal Canadiens,-46.0,right
2016020688,New Jersey Devils,60.0,left
2016020689,Edmonton Oilers,77.5,left
2016020689,Nashville Predators,-61.5,right
2016020690,Florida Panthers,66.0,left
2016020690,Vancouver Canucks,-67.5,right
2016020691,St. Louis Blues,63.5,left
2016020691,Winnipeg Jets,-75.5,right
2016020692,Carolina Hurricanes,-63.0,right
2016020692,Columbus Blue Jackets,62.0,left
2016020693,Ottawa Senators,70.0,left
2016020693,Toronto Maple Leafs,-60.0,right
2016020694,Buffalo Sabres,63.5,left
2016020694,Montréal Canadiens,-64.5,right
2016020695,Los Angeles Kings,-62.5,right
2016020695,New York Islanders,64.0,left
2016020696,New Jersey Devils,62.0,left
2016020696,Philadelphia Flyers,-52.0,right
2016020697,Dallas Stars,-61.0,right
2016020697,Washington Capitals,65.0,left
2016020698,Arizona Coyotes,75.0,left
2016020698,Tampa Bay Lightning,-66.5,right
2016020699,Anaheim Ducks,65.0,left
2016020699,Minnesota Wild,-65.0,right
2016020700,Calgary Flames,-66.0,right
2016020700,Edmonton Oilers,60.0,left
2016020701,Colorado Avalanche,-57.0,right
2016020701,San Jose Sharks,56.5,left
2016020702,Boston Bruins,-65.0,right
2016020702,Pittsburgh Penguins,66.0,left
2016020703,Detroit Red Wings,-59.0,right
2016020703,New York Rangers,54.5,left
2016020704,Columbus Blue Jackets,-65.25,right
2016020704,Ottawa Senators,56.5,left
2016020705,New York Islanders,64.5,left
2016020705,Philadelphia Flyers,-61.0,right
2016020706,Chicago Blackhawks,-63.0,right
2016020706,Vancouver Canucks,63.0,left
2016020707,Minnesota Wild,-63.0,right
2016020707,Nashville Predators,56.0,left
2016020708,Los Angeles Kings,69.5,left
2016020708,New York Rangers,-71.0,right
2016020709,Carolina Hurricanes,71.0,left
2016020709,Washington Capitals,-43.5,right
2016020710,Calgary Flames,59.0,left
2016020710,Toronto Maple Leafs,-60.0,right
2016020711,Anaheim Ducks,49.0,left
2016020711,Winnipeg Jets,-57.0,right
2016020712,Colorado Avalanche,-54.0,right
2016020712,San Jose Sharks,49.0,left
2016020713,Arizona Coyotes,58.5,left
2016020713,Florida Panthers,-60.5,right
2016020714,Boston Bruins,56.75,left
2016020714,Detroit Red Wings,-64.0,right
2016020715,Los Angeles Kings,-58.0,right
2016020715,New Jersey Devils,66.5,left
2016020716,Columbus Blue Jackets,-55.0,right
2016020716,New York Islanders,73.5,left
2016020717,Pittsburgh Penguins,74.0,left
2016020717,St. Louis Blues,-70.0,right
2016020718,Calgary Flames,73.0,left
2016020718,Montréal Canadiens,-69.0,right
2016020719,Ottawa Senators,61.0,left
2016020719,Washington Capitals,-54.0,right
2016020720,Buffalo Sabres,-69.75,right
2016020720,Nashville Predators,64.0,left
2016020721,San Jose Sharks,61.0,left
2016020721,Winnipeg Jets,-61.0,right
2016020722,Chicago Blackhawks,-59.0,right
2016020722,Tampa Bay Lightning,56.5,left
2016020723,Dallas Stars,-67.0,right
2016020723,Minnesota Wild,69.5,left
2016020724,Detroit Red Wings,-75.5,right
2016020724,Toronto Maple Leafs,69.0,left
2016020725,New York Rangers,-61.0,right
2016020725,Philadelphia Flyers,71.5,left
2016020726,Colorado Avalanche,-49.5,right
2016020726,Vancouver Canucks,64.5,left
2016020727,Anaheim Ducks,64.0,left
2016020727,Edmonton Oilers,-64.5,right
2016020728,Boston Bruins,51.0,left
2016020728,Pittsburgh Penguins,-60.0,right
2016020729,New Jersey Devils,69.0,left
2016020729,Washington Capitals,-72.0,right
2016020730,Montréal Canadiens,-69.0,right
2016020730,New York Islanders,54.5,left
2016020731,Philadelphia Flyers,-58.5,right
2016020731,Toronto Maple Leafs,57.0,left
2016020732,Carolina Hurricanes,-70.0,right
2016020732,Los Angeles Kings,78.0,left
2016020733,Calgary Flames,-65.25,right
2016020733,Ottawa Senators,63.25,left
2016020734,Florida Panthers,-61.0,right
2016020734,Tampa Bay Lightning,51.0,left
2016020735,Columbus Blue Jackets,-71.0,right
2016020735,Nashville Predators,64.0,left
2016020736,Minnesota Wild,-69.0,right
2016020736,St. Louis Blues,42.5,left
2016020737,Chicago Blackhawks,-68.0,right
2016020737,Winnipeg Jets,60.0,left
2016020738,Buffalo Sabres,63.0,left
2016020738,Dallas Stars,-62.0,right
2016020739,Arizona Coyotes,69.0,left
2016020739,Vancouver Canucks,-70.0,right
2016020740,Edmonton Oilers,-63.5,right
2016020740,San Jose Sharks,57.5,left
2016020741,New York Islanders,58.0,left
2016020741,Washington Capitals,-57.0,right
2016020742,Columbus Blue Jackets,66.5,left
2016020742,New York Rangers,-69.0,right
2016020743,Nashville Predators,-68.0,right
2016020743,Pittsburgh Penguins,59.0,left
2016020744,Carolina Hurricanes,-67.0,right
2016020744,Philadelphia Flyers,46.5,left
2016020745,Buffalo Sabres,72.5,left
2016020745,Montréal Canadiens,-68.0,right
2016020746,Detroit Red Wings,-57.0,right
2016020746,New Jersey Devils,69.0,left
2016020747,Boston Bruins,-68.0,right
2016020747,Tampa Bay Lightning,56.0,left
2016020748,Florida Panthers,-55.0,right
2016020748,Ottawa Senators,61.0,left
2016020749,St. Louis Blues,63.0,left
2016020749,Winnipeg Jets,-59.5,right
2016020750,Dallas Stars,-69.0,right
2016020750,Toronto Maple Leafs,66.0,left
2016020751,Edmonton Oilers,66.0,left
2016020751,Minnesota Wild,-75.0,right
2016020752,Arizona Coyotes,63.5,left
2016020752,Los Angeles Kings,-75.0,right
2016020753,Anaheim Ducks,65.0,left
2016020753,Colorado Avalanche,-57.0,right
2016020754,Chicago Blackhawks,-55.0,right
2016020754,San Jose Sharks,66.0,left
2016020755,Boston Bruins,62.5,left
2016020755,Washington Capitals,-63.5,right
2016020756,Calgary Flames,-61.0,right
2016020756,Minnesota Wild,60.5,left
2016020757,Colorado Avalanche,51.0,left
2016020757,Los Angeles Kings,-65.0,right
2016020758,Buffalo Sabres,59.75,left
2016020758,New York Rangers,-53.0,right
2016020759,Montréal Canadiens,53.0,left
2016020759,Philadelphia Flyers,-56.0,right
2016020760,Ottawa Senators,-44.0,right
2016020760,Tampa Bay Lightning,66.0,left
2016020761,St. Louis Blues,66.0,left
2016020761,Toronto Maple Leafs,-64.0,right
2016020762,Edmonton Oilers,-69.0,right
2016020762,Nashville Predators,66.0,left
2016020763,Dallas Stars,-73.0,right
2016020763,Winnipeg Jets,67.0,left
2016020764,Arizona Coyotes,62.5,left
2016020764,Chicago Blackhawks,-63.5,right
2016020765,San Jose Sharks,73.5,left
2016020765,Vancouver Canucks,-57.0,right
2016020766,Columbus Blue Jackets,-69.0,right
2016020766,Pittsburgh Penguins,72.5,left
2016020767,Detroit Red Wings,-69.0,right
2016020767,New York Islanders,66.0,left
2016020768,Anaheim Ducks,49.5,left
2016020768,Florida Panthers,-59.0,right
2016020769,Calgary Flames,-66.25,right
2016020769,New Jersey Devils,54.5,left
2016020770,Carolina Hurricanes,-76.0,right
2016020770,Edmonton Oilers,71.5,left
2016020771,Montréal Canadiens,-75.0,right
2016020771,Washington Capitals,62.0,left
2016020772,Los Angeles Kings,64.25,left
2016020772,Philadelphia Flyers,-57.0,right
2016020773,Colorado Avalanche,-63.5,right
2016020773,Winnipeg Jets,60.0,left
2016020774,Boston Bruins,63.5,left
2016020774,Toronto Maple Leafs,-66.0,right
2016020775,Buffalo Sabres,62.0,left
2016020775,Ottawa Senators,-44.5,right
2016020776,Anaheim Ducks,-65.5,right
2016020776,Tampa Bay Lightning,60.0,left
2016020777,Carolina Hurricanes,-53.0,right
2016020777,New York Islanders,60.5,left
2016020778,Columbus Blue Jackets,66.0,left
2016020778,New Jersey Devils,-69.5,right
2016020779,Pittsburgh Penguins,-51.5,right
2016020779,St. Louis Blues,57.0,left
2016020780,Detroit Red Wings,-62.0,right
2016020780,Nashville Predators,53.0,left
2016020781,Chicago Blackhawks,66.0,left
2016020781,Dallas Stars,-67.0,right
2016020782,Minnesota Wild,67.5,left
2016020782,Vancouver Canucks,-65.0,right
2016020783,Arizona Coyotes,-61.0,right
2016020783,San Jose Sharks,73.0,left
2016020784,Los Angeles Kings,61.0,left
2016020784,Washington Capitals,-69.5,right
2016020785,Edmonton Oilers,66.0,left
2016020785,Montréal Canadiens,-61.0,right
2016020786,Calgary Flames,66.0,left
2016020786,New York Rangers,-61.0,right
2016020787,Buffalo Sabres,-54.0,right
2016020787,New Jersey Devils,58.0,left
2016020788,New York Islanders,59.5,left
2016020788,Toronto Maple Leafs,-60.5,right
2016020789,Philadelphia Flyers,-61.5,right
2016020789,St. Louis Blues,58.5,left
2016020790,Buffalo Sabres,77.5,left
2016020790,San Jose Sharks,-70.0,right
2016020791,Anaheim Ducks,55.0,left
2016020791,New York Rangers,-71.0,right
2016020792,Calgary Flames,-74.5,right
2016020792,Pittsburgh Penguins,70.75,left
2016020793,Carolina Hurricanes,66.5,left
2016020793,Washington Capitals,-60.0,right
2016020794,Dallas Stars,57.0,left
2016020794,Toronto Maple Leafs,-60.0,right
2016020795,Ottawa Senators,58.0,left
2016020795,St. Louis Blues,-67.0,right
2016020796,Columbus Blue Jackets,69.25,left
2016020796,Detroit Red Wings,-75.25,right
