gamePk,team_name,norm_x,period_1_side
2017020505,Tampa Bay Lightning,55.0,left
2017020506,Calgary Flames,-62.0,right
2017020506,Nashville Predators,58.5,left
2017020507,St. Louis Blues,58.0,left
2017020507,Winnipeg Jets,-57.5,right
2017020508,Chicago Blackhawks,-42.0,right
2017020508,Minnesota Wild,77.0,left
2017020509,Calgary Flames,63.0,left
2017020509,Vancouver Canucks,-72.5,right
2017020510,Florida Panthers,63.0,left
2017020510,Vegas Golden Knights,-61.5,right
2017020511,Boston Bruins,65.0,left
2017020511,Columbus Blue Jackets,-65.5,right
2017020512,Anaheim Ducks,-55.5,right
2017020512,New Jersey Devils,58.0,left
2017020513,Los Angeles Kings,64.5,left
2017020513,Philadelphia Flyers,-52.0,right
2017020514,Colorado Avalanche,-63.0,right
2017020514,Pittsburgh Penguins,67.5,left
2017020515,Edmonton Oilers,66.0,left
2017020515,San Jose Sharks,-47.5,right
2017020516,Carolina Hurricanes,62.0,left
2017020516,Toronto Maple Leafs,-65.5,right
2017020517,Boston Bruins,-57.5,right
2017020517,Buffalo Sabres,58.0,left
2017020518,Detroit Red Wings,-62.0,right
2017020518,New York Islanders,43.0,left
2017020519,Anaheim Ducks,64.0,left
2017020519,New York Rangers,-72.5,right
2017020520,Minnesota Wild,-72.0,right
2017020520,Ottawa Senators,65.0,left
2017020521,Nashville Predators,67.0,left
2017020521,Winnipeg Jets,-60.0,right
2017020522,Dallas Stars,-63.0,right
2017020522,Washington Capitals,66.5,left
2017020523,Arizona Coyotes,64.0,left
2017020523,Florida Panthers,-58.5,right
2017020524,Montréal Canadiens,61.5,left
2017020524,Vancouver Canucks,-64.0,right
2017020525,Tampa Bay Lightning,58.5,left
2017020525,Vegas Golden Knights,-58.5,right
2017020526,Columbus Blue Jackets,54.0,left
2017020526,Toronto Maple Leafs,-59.0,right
2017020527,Detroit Red Wings,59.0,left
2017020527,Philadelphia Flyers,-61.0,right
2017020528,Calgary Flames,-67.0,right
2017020528,St. Louis Blues,61.0,left
2017020529,Boston Bruins,65.5,left
2017020529,Winnipeg Jets,-62.0,right
2017020530,New Jersey Devils,68.0,left
2017020530,New York Rangers,-72.5,right
2017020531,Anaheim Ducks,-63.0,right
2017020531,New York Islanders,69.5,left
2017020532,Columbus Blue Jackets,-65.5,right
2017020532,Pittsburgh Penguins,64.0,left
2017020533,Ottawa Senators,-51.0,right
2017020533,Tampa Bay Lightning,66.0,left
2017020534,Carolina Hurricanes,-54.0,right
2017020534,Nashville Predators,58.5,left
2017020535,Chicago Blackhawks,54.0,left
2017020535,Dallas Stars,-72.0,right
2017020536,Edmonton Oilers,69.0,left
2017020536,St. Louis Blues,-64.0,right
2017020537,Colorado Avalanche,55.0,left
2017020537,Los Angeles Kings,-66.75,right
2017020538,San Jose Sharks,62.5,left
2017020538,Vancouver Canucks,-61.5,right
2017020539,Buffalo Sabres,61.0,left
2017020539,Philadelphia Flyers,-58.0,right
2017020540,Florida Panthers,-55.0,right
2017020540,Minnesota Wild,74.0,left
2017020541,Calgary Flames,-56.0,right
2017020541,Montréal Canadiens,72.5,left
2017020542,Arizona Coyotes,76.0,left
2017020542,Washington Capitals,-59.5,right
2017020543,Boston Bruins,69.0,left
2017020543,Detroit Red Wings,-52.5,right
2017020544,New York Islanders,62.0,left
2017020544,Winnipeg Jets,-68.0,right
2017020545,Minnesota Wild,-64.0,right
2017020545,Tampa Bay Lightning,51.0,left
2017020546,Florida Panthers,-68.0,right
2017020546,Ottawa Senators,48.0,left
2017020547,Chicago Blackhawks,-54.0,right
2017020547,New Jersey Devils,73.0,left
2017020548,New York Rangers,-73.0,right
2017020548,Toronto Maple Leafs,76.0,left
2017020549,Anaheim Ducks,-60.0,right
2017020549,Pittsburgh Penguins,55.0,left
2017020550,Buffalo Sabres,72.0,left
2017020550,Carolina Hurricanes,-57.5,right
2017020551,Columbus Blue Jackets,59.0,left
2017020551,Philadelphia Flyers,-66.0,right
2017020552,Edmonton Oilers,65.5,left
2017020552,Montréal Canadiens,-53.0,right
2017020553,Dallas Stars,-66.0,right
2017020553,Nashville Predators,52.0,left
2017020554,Arizona Coyotes,55.0,left
2017020554,Colorado Avalanche,-61.0,right
2017020555,Vegas Golden Knights,-64.0,right
2017020555,Washington Capitals,67.0,left
2017020556,St. Louis Blues,63.0,left
2017020556,Vancouver Canucks,-66.0,right
2017020557,Los Angeles Kings,-55.0,right
2017020557,San Jose Sharks,59.0,left
2017020558,Boston Bruins,66.0,left
2017020558,Ottawa Senators,-61.0,right
2017020559,Detroit Red Wings,-57.0,right
2017020559,New Jersey Devils,58.0,left
2017020560,Buffalo Sabres,-65.0,right
2017020560,New York Islanders,62.75,left
2017020561,New York Rangers,-73.5,right
2017020561,Washington Capitals,73.5,left
2017020562,Columbus Blue Jackets,-68.0,right
2017020562,Pittsburgh Penguins,64.0,left
2017020563,Carolina Hurricanes,-52.0,right
2017020563,Montréal Canadiens,57.0,left
2017020564,Nashville Predators,-64.0,right
2017020564,St. Louis Blues,68.0,left
2017020565,Dallas Stars,53.0,left
2017020565,Minnesota Wild,-61.0,right
2017020566,Edmonton Oilers,61.5,left
2017020566,Winnipeg Jets,-63.5,right
2017020567,Arizona Coyotes,67.0,left
2017020567,Colorado Avalanche,-56.0,right
2017020568,Anaheim Ducks,64.0,left
2017020568,Vegas Golden Knights,-61.5,right
2017020569,Boston Bruins,76.0,left
2017020569,Washington Capitals,-69.5,right
2017020570,Montréal Canadiens,-55.0,right
2017020570,Tampa Bay Lightning,61.5,left
2017020571,Florida Panthers,-69.0,right
2017020571,Philadelphia Flyers,66.0,left
2017020572,Arizona Coyotes,55.5,left
2017020572,Toronto Maple Leafs,-58.0,right
2017020573,Chicago Blackhawks,55.0,left
2017020573,Vancouver Canucks,-62.0,right
2017020574,Los Angeles Kings,-67.5,right
2017020574,Vegas Golden Knights,65.75,left
2017020575,Calgary Flames,-69.0,right
2017020575,San Jose Sharks,70.0,left
2017020576,Buffalo Sabres,-69.0,right
2017020576,New Jersey Devils,61.0,left
2017020577,Columbus Blue Jackets,-56.5,right
2017020577,Ottawa Senators,64.0,left
2017020578,Detroit Red Wings,-72.0,right
2017020578,New York Rangers,76.0,left
2017020579,Philadelphia Flyers,-66.0,right
2017020579,Tampa Bay Lightning,59.0,left
2017020580,Carolina Hurricanes,-54.0,right
2017020580,Pittsburgh Penguins,62.0,left
2017020581,Minnesota Wild,-61.0,right
2017020581,Nashville Predators,59.0,left
2017020582,New York Islanders,63.0,left
2017020582,Winnipeg Jets,-66.5,right
2017020583,Dallas Stars,-57.0,right
2017020583,St. Louis Blues,55.0,left
2017020584,Colorado Avalanche,-57.5,right
2017020584,Toronto Maple Leafs,65.75,left
2017020585,Chicago Blackhawks,-70.25,right
2017020585,Edmonton Oilers,71.0,left
2017020586,Anaheim Ducks,64.0,left
2017020586,Calgary Flames,-72.0,right
2017020587,Boston Bruins,-77.0,right
2017020587,Ottawa Senators,63.5,left
2017020588,Florida Panthers,-63.0,right
2017020588,Montréal Canadiens,58.0,left
2017020589,New Jersey Devils,53.5,left
2017020589,Washington Capitals,-67.0,right
2017020590,Carolina Hurricanes,-73.0,right
2017020590,St. Louis Blues,66.0,left
2017020591,Minnesota Wild,-67.0,right
2017020591,Nashville Predators,69.5,left
2017020592,Los Angeles Kings,61.0,left
2017020592,Vancouver Canucks,-60.0,right
2017020593,Toronto Maple Leafs,67.5,left
2017020593,Vegas Golden Knights,-65.5,right
2017020594,Columbus Blue Jackets,62.0,left
2017020594,Tampa Bay Lightning,-64.0,right
2017020595,Detroit Red Wings,-58.0,right
2017020595,Pittsburgh Penguins,58.5,left
2017020596,Dallas Stars,-65.0,right
2017020596,San Jose Sharks,54.0,left
2017020597,Colorado Avalanche,-60.5,right
2017020597,New York Islanders,53.0,left
2017020598,Anaheim Ducks,69.0,left
2017020598,Arizona Coyotes,-57.0,right
2017020599,Calgary Flames,-58.75,right
2017020599,Chicago Blackhawks,53.0,left
2017020600,Edmonton Oilers,54.0,left
2017020600,Winnipeg Jets,-59.0,right
2017020601,Buffalo Sabres,60.25,left
2017020601,New York Rangers,-37.0,right
2017020602,Tampa Bay Lightning,58.0,left
2017020602,Toronto Maple Leafs,-69.0,right
2017020603,Boston Bruins,-54.5,right
2017020603,New York Islanders,65.0,left
2017020604,Philadelphia Flyers,-50.5,right
2017020604,Pittsburgh Penguins,70.0,left
2017020605,Carolina Hurricanes,-55.5,right
2017020605,Washington Capitals,64.0,left
2017020606,Montréal Canadiens,-68.5,right
2017020606,San Jose Sharks,63.0,left
2017020607,New Jersey Devils,-71.0,right
2017020607,St. Louis Blues,69.5,left
2017020608,Florida Panthers,58.0,left
2017020608,Minnesota Wild,-65.0,right
2017020609,Columbus Blue Jackets,69.0,left
2017020609,Dallas Stars,-53.5,right
2017020610,Colorado Avalanche,-60.0,right
2017020610,Winnipeg Jets,56.5,left
2017020611,Edmonton Oilers,73.5,left
2017020611,Los Angeles Kings,-67.0,right
2017020612,Anaheim Ducks,64.5,left
2017020612,Vancouver Canucks,-55.0,right
2017020613,Nashville Predators,58.0,left
2017020613,Vegas Golden Knights,-50.0,right
2017020614,Detroit Red Wings,-77.5,right
2017020614,Ottawa Senators,64.5,left
2017020615,Chicago Blackhawks,60.5,left
2017020615,New York Rangers,-71.5,right
2017020616,Boston Bruins,68.5,left
2017020616,Florida Panthers,-71.5,right
2017020617,San Jose Sharks,61.0,left
2017020617,Toronto Maple Leafs,-69.5,right
2017020618,New York Islanders,56.0,left
2017020618,Philadelphia Flyers,-59.0,right
2017020619,Carolina Hurricanes,-74.0,right
2017020619,Pittsburgh Penguins,73.0,left
2017020620,Montréal Canadiens,-69.0,right
2017020620,Tampa Bay Lightning,76.0,left
2017020621,St. Louis Blues,69.0,left
2017020621,Vegas Golden Knights,-66.0,right
2017020622,Buffalo Sabres,54.5,left
2017020622,Minnesota Wild,-66.5,right
2017020623,Dallas Stars,-71.5,right
2017020623,New Jersey Devils,68.0,left
2017020624,Colorado Avalanche,-58.0,right
2017020624,Columbus Blue Jackets,60.0,left
2017020625,Calgary Flames,-55.0,right
2017020625,Los Angeles Kings,61.0,left
2017020626,Anaheim Ducks,-56.0,right
2017020626,Edmonton Oilers,66.0,left
2017020627,Arizona Coyotes,62.5,left
2017020627,Nashville Predators,-63.5,right
2017020628,New York Islanders,64.0,left
2017020628,Pittsburgh Penguins,-55.0,right
2017020629,Ottawa Senators,66.0,left
2017020629,San Jose Sharks,-50.0,right
2017020630,Detroit Red Wings,-61.0,right
2017020630,Florida Panthers,57.0,left
2017020631,Buffalo Sabres,57.5,left
2017020631,Winnipeg Jets,-53.0,right
2017020632,Chicago Blackhawks,-55.0,right
2017020632,Vegas Golden Knights,66.0,left
2017020633,Philadelphia Flyers,-52.5,right
2017020633,St. Louis Blues,55.0,left
2017020634,Dallas Stars,-54.0,right
2017020634,Edmonton Oilers,57.0,left
2017020635,Colorado Avalanche,-63.5,right
2017020635,Minnesota Wild,53.5,left
2017020636,Boston Bruins,65.0,left
2017020636,Carolina Hurricanes,-57.5,right
2017020637,Toronto Maple Leafs,-63.0,right
2017020637,Vancouver Canucks,64.5,left
2017020638,Ottawa Senators,64.5,left
2017020638,Tampa Bay Lightning,-63.0,right
2017020639,Arizona Coyotes,61.0,left
2017020639,New York Rangers,-57.5,right
2017020640,Anaheim Ducks,64.5,left
2017020640,Calgary Flames,-55.0,right
2017020641,Los Angeles Kings,-60.0,right
2017020641,Nashville Predators,60.0,left
2017020642,New Jersey Devils,-60.5,right
2017020642,New York Islanders,69.0,left
2017020643,Buffalo Sabres,63.0,left
2017020643,Philadelphia Flyers,-52.0,right
2017020644,St. Louis Blues,60.75,left
2017020644,Washington Capitals,-63.5,right
2017020645,Chicago Blackhawks,-76.0,right
2017020645,Edmonton Oilers,76.0,left
2017020646,San Jose Sharks,42.5,left
2017020646,Winnipeg Jets,-62.0,right
2017020647,Columbus Blue Jackets,72.0,left
2017020647,Florida Panthers,-72.0,right
2017020648,Montréal Canadiens,-64.0,right
2017020648,Vancouver Canucks,61.0,left
2017020649,Detroit Red Wings,-63.0,right
2017020649,Tampa Bay Lightning,66.0,left
2017020650,Boston Bruins,-67.0,right
2017020650,Pittsburgh Penguins,62.75,left
2017020651,New York Rangers,65.0,left
2017020651,Vegas Golden Knights,-57.5,right
2017020652,Columbus Blue Jackets,70.25,left
2017020652,Toronto Maple Leafs,-65.25,right
2017020653,Buffalo Sabres,66.0,left
2017020653,Winnipeg Jets,-61.0,right
2017020654,Vancouver Canucks,57.0,left
2017020654,Washington Capitals,-67.0,right
2017020655,Chicago Blackhawks,-64.0,right
2017020655,Ottawa Senators,51.0,left
2017020656,Carolina Hurricanes,-49.0,right
2017020656,Tampa Bay Lightning,59.0,left
2017020657,Florida Panthers,-64.0,right
2017020657,St. Louis Blues,69.0,left
2017020658,Edmonton Oilers,-59.0,right
2017020658,Nashville Predators,61.0,left
2017020659,Calgary Flames,58.5,left
2017020659,Minnesota Wild,-65.0,right
2017020660,Ottawa Senators,69.0,left
2017020660,Toronto Maple Leafs,-67.0,right
2017020661,Chicago Blackhawks,-68.5,right
2017020661,Minnesota Wild,73.5,left
2017020662,Buffalo Sabres,63.0,left
2017020662,Columbus Blue Jackets,-48.0,right
2017020663,Carolina Hurricanes,66.5,left
2017020663,Washington Capitals,-73.0,right
2017020664,Calgary Flames,-49.5,right
2017020664,Tampa Bay Lightning,62.5,left
2017020665,Columbus Blue Jackets,46.0,left
2017020665,Vancouver Canucks,-67.0,right
2017020666,Calgary Flames,61.0,left
2017020666,Florida Panthers,-63.0,right
2017020667,Carolina Hurricanes,-63.0,right
2017020667,Washington Capitals,62.0,left
2017020668,Chicago Blackhawks,-69.0,right
2017020668,Winnipeg Jets,57.0,left
2017020669,Arizona Coyotes,60.0,left
2017020669,Edmonton Oilers,-73.0,right
2017020670,New York Islanders,63.0,left
2017020670,New York Rangers,-68.5,right
2017020671,Detroit Red Wings,-56.0,right
2017020671,Pittsburgh Penguins,67.5,left
2017020672,Boston Bruins,66.5,left
2017020672,Montréal Canadiens,-67.5,right
2017020673,New Jersey Devils,67.0,left
2017020673,Philadelphia Flyers,-61.0,right
2017020674,Minnesota Wild,-72.0,right
2017020674,Winnipeg Jets,53.0,left
2017020675,Colorado Avalanche,62.5,left
2017020675,Dallas Stars,-71.0,right
2017020676,Edmonton Oilers,63.0,left
2017020676,Vegas Golden Knights,-57.0,right
2017020677,Anaheim Ducks,58.0,left
2017020677,Los Angeles Kings,-60.0,right
2017020678,Arizona Coyotes,-80.0,right
2017020678,San Jose Sharks,60.0,left
2017020679,New York Rangers,-57.0,right
2017020679,Pittsburgh Penguins,66.0,left
2017020680,Calgary Flames,66.0,left
2017020680,Carolina Hurricanes,-68.5,right
2017020681,Chicago Blackhawks,-61.0,right
2017020681,Detroit Red Wings,74.0,left
2017020682,Minnesota Wild,-53.0,right
2017020682,Vancouver Canucks,53.0,left
2017020683,Boston Bruins,56.0,left
2017020683,Dallas Stars,-54.0,right
2017020684,Anaheim Ducks,59.5,left
2017020684,Colorado Avalanche,-62.0,right
2017020685,Los Angeles Kings,-55.0,right
2017020685,San Jose Sharks,63.0,left
2017020686,Montréal Canadiens,-66.25,right
2017020686,New York Islanders,56.75,left
2017020687,St. Louis Blues,63.25,left
2017020687,Toronto Maple Leafs,-70.25,right
2017020688,New Jersey Devils,-67.5,right
2017020688,New York Islanders,61.0,left
2017020689,New York Rangers,-67.0,right
2017020689,Philadelphia Flyers,62.0,left
2017020690,Dallas Stars,74.0,left
2017020690,Detroit Red Wings,-62.5,right
2017020691,Nashville Predators,72.0,left
2017020691,Vegas Golden Knights,-66.0,right
2017020692,Arizona Coyotes,66.5,left
2017020692,San Jose Sharks,-58.0,right
2017020693,Boston Bruins,63.0,left
2017020693,Montréal Canadiens,-68.0,right
2017020694,Anaheim Ducks,65.5,left
2017020694,Pittsburgh Penguins,-66.5,right
2017020695,New Jersey Devils,65.25,left
2017020695,Washington Capitals,-66.0,right
2017020696,Boston Bruins,-62.0,right
2017020696,New York Islanders,67.0,left
2017020697,Buffalo Sabres,73.0,left
2017020697,New York Rangers,-61.0,right
2017020698,Philadelphia Flyers,-64.5,right
2017020698,Toronto Maple Leafs,69.0,left
2017020699,Columbus Blue Jackets,53.0,left
2017020699,Dallas Stars,-57.0,right
2017020700,Ottawa Senators,56.0,left
2017020700,St. Louis Blues,-56.0,right
2017020701,Tampa Bay Lightning,65.5,left
2017020701,Vegas Golden Knights,-58.0,right
2017020702,Arizona Coyotes,-61.0,right
2017020702,Nashville Predators,52.0,left
2017020703,Colorado Avalanche,-61.0,right
2017020703,San Jose Sharks,55.0,left
2017020704,Los Angeles Kings,-67.5,right
2017020704,Pittsburgh Penguins,71.5,left
2017020705,Florida Panthers,-66.25,right
2017020705,Vegas Golden Knights,58.0,left
2017020706,Montréal Canadiens,68.0,left
2017020706,Washington Capitals,-51.0,right
2017020707,Anaheim Ducks,62.5,left
2017020707,Los Angeles Kings,-70.0,right
2017020708,Buffalo Sabres,55.5,left
2017020708,Dallas Stars,-60.5,right
2017020709,New Jersey Devils,59.5,left
2017020709,Philadelphia Flyers,-59.0,right
2017020710,Colorado Avalanche,-58.5,right
2017020710,New York Rangers,68.0,left
2017020711,Calgary Flames,-54.0,right
2017020711,Winnipeg Jets,61.0,left
2017020712,Boston Bruins,62.5,left
2017020712,Montréal Canadiens,-68.5,right
2017020713,Ottawa Senators,68.5,left
2017020713,Toronto Maple Leafs,-64.0,right
2017020714,Carolina Hurricanes,61.0,left
2017020714,Detroit Red Wings,-69.0,right
2017020715,Arizona Coyotes,-75.0,right
2017020715,St. Louis Blues,55.5,left
2017020716,Florida Panthers,-63.0,right
2017020716,Nashville Predators,54.0,left
2017020717,Pittsburgh Penguins,-67.5,right
2017020717,San Jose Sharks,59.5,left
2017020718,Chicago Blackhawks,-55.5,right
2017020718,New York Islanders,77.0,left
2017020719,Minnesota Wild,-58.0,right
2017020719,Tampa Bay Lightning,54.0,left
2017020720,Edmonton Oilers,75.0,left
2017020720,Vancouver Canucks,-59.0,right
2017020721,Philadelphia Flyers,62.25,left
2017020721,Washington Capitals,-61.5,right
2017020722,Carolina Hurricanes,-64.5,right
2017020722,Vegas Golden Knights,63.5,left
2017020723,Vancouver Canucks,42.0,left
2017020723,Winnipeg Jets,-53.5,right
2017020724,Anaheim Ducks,66.0,left
2017020724,San Jose Sharks,-59.5,right
2017020725,Los Angeles Kings,-64.0,right
2017020725,New York Rangers,58.5,left
2017020726,Colorado Avalanche,63.0,left
2017020726,Toronto Maple Leafs,-58.0,right
2017020727,Detroit Red Wings,-66.5,right
2017020727,New Jersey Devils,63.0,left
2017020728,Minnesota Wild,-58.0,right
2017020728,Ottawa Senators,59.0,left
2017020729,Chicago Blackhawks,-68.0,right
2017020729,Tampa Bay Lightning,66.5,left
2017020730,Buffalo Sabres,64.75,left
2017020730,Calgary Flames,-56.0,right
2017020731,Arizona Coyotes,68.25,left
2017020731,New York Islanders,-63.5,right
2017020732,Boston Bruins,48.5,left
2017020732,New Jersey Devils,-41.5,right
2017020733,Carolina Hurricanes,-68.0,right
2017020733,Pittsburgh Penguins,61.0,left
2017020734,Colorado Avalanche,60.0,left
2017020734,Montréal Canadiens,-61.5,right
2017020735,Detroit Red Wings,-60.0,right
2017020735,Philadelphia Flyers,59.0,left
2017020736,Ottawa Senators,-50.5,right
2017020736,St. Louis Blues,60.0,left
2017020737,Nashville Predators,66.25,left
2017020737,Tampa Bay Lightning,-73.75,right
2017020738,Dallas Stars,-70.0,right
2017020738,Florida Panthers,51.0,left
2017020739,Buffalo Sabres,-61.5,right
2017020739,Edmonton Oilers,59.5,left
2017020740,Los Angeles Kings,64.0,left
2017020740,Vancouver Canucks,-64.0,right
2017020741,Columbus Blue Jackets,59.0,left
2017020741,Vegas Golden Knights,-52.5,right
2017020742,Anaheim Ducks,72.0,left
2017020742,New York Rangers,-63.0,right
2017020743,San Jose Sharks,64.0,left
2017020743,Winnipeg Jets,-65.5,right
2017020744,Chicago Blackhawks,-73.0,right
2017020744,Toronto Maple Leafs,68.0,left
2017020745,Calgary Flames,-69.0,right
2017020745,Los Angeles Kings,61.5,left
2017020746,Nashville Predators,-69.0,right
2017020746,New Jersey Devils,73.0,left
2017020747,Philadelphia Flyers,-49.0,right
2017020747,Tampa Bay Lightning,67.0,left
2017020748,Minnesota Wild,-73.0,right
2017020748,Pittsburgh Penguins,67.0,left
2017020749,Carolina Hurricanes,75.0,left
2017020749,Montréal Canadiens,-63.5,right
2017020750,Boston Bruins,-63.0,right
2017020750,Ottawa Senators,62.0,left
2017020751,Chicago Blackhawks,62.0,left
2017020751,Detroit Red Wings,-56.5,right
2017020752,Florida Panthers,-58.0,right
2017020752,Washington Capitals,58.0,left
2017020753,Colorado Avalanche,-60.0,right
2017020753,St. Louis Blues,60.0,left
2017020754,Dallas Stars,-58.5,right
2017020754,Toronto Maple Leafs,74.0,left
2017020755,Calgary Flames,-70.0,right
2017020755,Edmonton Oilers,64.0,left
2017020756,Arizona Coyotes,65.0,left
2017020756,Columbus Blue Jackets,-72.5,right
2017020757,Buffalo Sabres,54.5,left
2017020757,Vancouver Canucks,-51.0,right
2017020758,New York Islanders,68.0,left
2017020758,Vegas Golden Knights,-61.0,right
2017020759,Anaheim Ducks,70.0,left
2017020759,Winnipeg Jets,-58.75,right
2017020760,New York Rangers,-64.5,right
2017020760,San Jose Sharks,72.0,left
2017020761,Anaheim Ducks,-57.0,right
2017020761,Boston Bruins,61.0,left
2017020762,Buffalo Sabres,52.0,left
2017020762,New Jersey Devils,-60.0,right
2017020763,Florida Panthers,-61.5,right
2017020763,New York Islanders,73.0,left
2017020764,Pittsburgh Penguins,67.0,left
2017020764,San Jose Sharks,-61.0,right
2017020765,Carolina Hurricanes,-69.5,right
2017020765,Ottawa Senators,67.0,left
2017020766,Columbus Blue Jackets,61.0,left
2017020766,Minnesota Wild,-62.0,right
2017020767,Montréal Canadiens,-68.0,right
2017020767,St. Louis Blues,68.5,left
2017020768,Chicago Blackhawks,-57.0,right
2017020768,Nashville Predators,63.5,left
2017020769,Tampa Bay Lightning,78.5,left
2017020769,Winnipeg Jets,-70.0,right
2017020770,Dallas Stars,-61.0,right
2017020770,Los Angeles Kings,52.0,left
2017020771,Calgary Flames,-58.0,right
2017020771,Vegas Golden Knights,57.0,left
2017020772,Colorado Avalanche,64.0,left
2017020772,Vancouver Canucks,-67.25,right
2017020773,New York Islanders,45.0,left
2017020773,Toronto Maple Leafs,-67.5,right
2017020774,Detroit Red Wings,-72.0,right
2017020774,San Jose Sharks,67.0,left
2017020775,Philadelphia Flyers,69.0,left
2017020775,Washington Capitals,-66.0,right
2017020776,Boston Bruins,66.0,left
2017020776,St. Louis Blues,-64.0,right
2017020777,Buffalo Sabres,58.0,left
2017020777,Florida Panthers,-59.0,right
2017020778,New Jersey Devils,67.5,left
2017020778,Philadelphia Flyers,-54.0,right
2017020779,New York Rangers,-75.0,right
2017020779,Toronto Maple Leafs,70.0,left
2017020780,Carolina Hurricanes,-65.5,right
2017020780,Montréal Canadiens,60.0,left
2017020781,Anaheim Ducks,-53.0,right
2017020781,Ottawa Senators,65.75,left
2017020782,Los Angeles Kings,-70.0,right
2017020782,Nashville Predators,74.5,left
2017020783,Vegas Golden Knights,70.0,left
2017020783,Winnipeg Jets,-61.25,right
2017020784,Calgary Flames,-61.0,right
2017020784,Tampa Bay Lightning,73.0,left
2017020785,Colorado Avalanche,-69.5,right
2017020785,Edmonton Oilers,62.5,left
2017020786,Arizona Coyotes,69.0,left
2017020786,Dallas Stars,-67.0,right
2017020787,Chicago Blackhawks,67.0,left
2017020787,Vancouver Canucks,-70.0,right
2017020788,Pittsburgh Penguins,72.0,left
2017020788,Washington Capitals,-78.0,right
2017020789,Carolina Hurricanes,-59.0,right
2017020789,Detroit Red Wings,58.0,left
2017020790,Columbus Blue Jackets,54.5,left
2017020790,San Jose Sharks,-53.0,right
2017020791,Minnesota Wild,-53.0,right
2017020791,Vegas Golden Knights,48.0,left
2017020792,Anaheim Ducks,61.0,left
2017020792,Montréal Canadiens,-71.0,right
2017020793,Ottawa Senators,67.0,left
2017020793,Philadelphia Flyers,-65.25,right
2017020794,Boston Bruins,49.0,left
2017020794,Toronto Maple Leafs,-69.0,right
2017020795,Buffalo Sabres,58.5,left
2017020795,St. Louis Blues,-63.0,right
2017020796,Detroit Red Wings,57.5,left
2017020796,Florida Panthers,-59.5,right
2017020797,New Jersey Devils,73.0,left
2017020797,Pittsburgh Penguins,-68.5,right
2017020798,Columbus Blue Jackets,-74.5,right
2017020798,New York Islanders,55.0,left
2017020799,Colorado Avalanche,51.5,left
2017020799,Winnipeg Jets,-44.0,right
2017020800,Nashville Predators,55.0,left
2017020800,New York Rangers,-52.0,right
2017020801,Dallas Stars,-61.0,right
2017020801,Minnesota Wild,54.0,left
2017020802,Calgary Flames,-66.75,right
2017020802,Chicago Blackhawks,66.5,left
2017020803,Tampa Bay Lightning,65.0,left
2017020803,Vancouver Canucks,-52.0,right
2017020804,Arizona Coyotes,63.0,left
2017020804,Los Angeles Kings,-70.0,right
2017020805,Vegas Golden Knights,70.0,left
2017020805,Washington Capitals,-61.0,right
2017020806,Montréal Canadiens,-57.0,right
2017020806,Ottawa Senators,46.0,left
2017020807,Carolina Hurricanes,-56.0,right
2017020807,San Jose Sharks,57.5,left
2017020808,Anaheim Ducks,76.0,left
2017020808,Toronto Maple Leafs,-66.0,right
2017020809,Nashville Predators,-50.25,right
2017020809,New York Islanders,73.5,left
2017020810,Dallas Stars,-70.0,right
2017020810,New York Rangers,55.0,left
2017020811,Edmonton Oilers,63.0,left
2017020811,Tampa Bay Lightning,-49.0,right
2017020812,Anaheim Ducks,-62.0,right
2017020812,Buffalo Sabres,70.0,left
2017020813,Pittsburgh Penguins,65.0,left
2017020813,Vegas Golden Knights,-68.5,right
2017020814,Carolina Hurricanes,-59.5,right
2017020814,Philadelphia Flyers,57.75,left
2017020815,Columbus Blue Jackets,64.0,left
2017020815,Washington Capitals,-74.0,right
2017020816,New Jersey Devils,-64.5,right
2017020816,Ottawa Senators,65.5,left
2017020817,Boston Bruins,54.0,left
2017020817,Detroit Red Wings,-57.0,right
2017020818,Florida Panthers,-63.0,right
2017020818,Vancouver Canucks,56.5,left
2017020819,Minnesota Wild,-70.0,right
2017020819,St. Louis Blues,69.0,left
2017020820,Arizona Coyotes,57.0,left
2017020820,Winnipeg Jets,-57.5,right
2017020821,Calgary Flames,63.5,left
2017020821,Chicago Blackhawks,-66.0,right
2017020822,Colorado Avalanche,-61.0,right
2017020822,San Jose Sharks,67.5,left
2017020823,Nashville Predators,67.0,left
2017020823,Toronto Maple Leafs,-70.5,right
2017020824,Boston Bruins,67.0,left
2017020824,New York Rangers,-67.0,right
2017020825,Edmonton Oilers,68.0,left
2017020825,Los Angeles Kings,-53.0,right
2017020826,Buffalo Sabres,76.0,left
2017020826,New York Islanders,-60.5,right
2017020827,Calgary Flames,-69.0,right
2017020827,New Jersey Devils,66.0,left
2017020828,Montréal Canadiens,63.0,left
2017020828,Philadelphia Flyers,-63.0,right
2017020829,Nashville Predators,-57.0,right
2017020829,Ottawa Senators,67.25,left
2017020830,Tampa Bay Lightning,62.0,left
2017020830,Vancouver Canucks,-53.0,right
2017020831,Colorado Avalanche,-61.0,right
2017020831,St. Louis Blues,64.0,left
2017020832,Arizona Coyotes,52.25,left
2017020832,Minnesota Wild,-62.0,right
2017020833,Chicago Blackhawks,-57.0,right
2017020833,Dallas Stars,62.0,left
2017020834,San Jose Sharks,70.0,left
2017020834,Vegas Golden Knights,-59.0,right
2017020835,Detroit Red Wings,-62.5,right
2017020835,New York Islanders,70.0,left
